Estação;N;Gumbel;;;;Generalizada de Valores Extremos;;;;;;;;
;;csi;;alpha;;csi;;;alpha;;;kappa;;
;;MOM-L;ML;MOM-L;ML;MOM-L;ML;GEV;MOM-L;ML;GEV;MOM-L;ML;GEV
2549052;40;72,21;72,62;21,193;19,609;71,647;71,414;71,423;19,983;18,597;18,602;-0,06;-0,117;-0,116
2549053;40;70,009;69,844;18,535;20,144;71,568;71,276;70,197;21,208;20,606;20,134;0,17;0,129;0,036
2549054;33;60,022;60,29;15,591;14,755;59,762;60,012;59,67;15,045;14,548;14,361;-0,037;-0,035;-0,083
2549056;37;71,054;71,606;21,07;18,273;69,381;69,119;69,807;16,933;15,8;16,172;-0,197;-0,271;-0,178
2549059;40;72,263;72,405;18,498;18,487;72,954;72,875;72,102;19,793;18,774;18,363;0,079;0,046;-0,032
2549061;41;68,862;69,177;17,525;16,404;68,615;68,501;68,328;17,008;15,857;15,75;-0,032;-0,078;-0,1
2549062;33;61,266;61,351;18,764;19,171;62,948;64,099;61,25;21,616;21,067;19,139;0,181;0,26;-0,011
2549063;38;70,355;70,448;13,34;13,45;71,08;71,451;70,333;14,654;14,102;13,408;0,113;0,137;-0,017
2549075;32;71,075;71,354;17,293;16,623;71,257;71,452;70,773;17,653;16,694;16,295;0,023;0,011;-0,069
2549076;33;72,995;73,534;23,145;19,85;70,632;71,412;71,765;16,85;17,946;18,018;-0,268;-0,207;-0,162
2549077;29;70,233;70,341;16,718;17,237;70,799;71,356;70,252;17,788;17,687;17,231;0,072;0,109;-0,011
2549080;27;67,528;67,71;15,986;15,898;68,803;69,508;67,343;18,189;17,248;15,728;0,162;0,204;-0,047
2549081;27;70,647;70,619;15,537;16,698;72,186;72,777;70,759;18,103;17,615;16,684;0,198;0,237;0,018
2549082;26;70,48;70,529;16,173;16,858;72,467;73,152;70,468;19,345;18,413;16,848;0,242;0,281;-0,008
2549090;22;72,133;72,554;18,684;17,835;72,243;72,613;71,825;18,903;17,877;17,427;0,013;0,006;-0,08
2549091;28;71,248;71,706;18,435;16,513;70,242;69,988;70,392;16,115;14,97;15,217;-0,129;-0,195;-0,142
2549093;26;61,696;61,114;20,03;24,134;65,327;66,357;62,014;25,255;25,036;23,482;0,345;0,41;0,088
2549100;17;63,941;63,956;12,118;13,125;65,33;65,712;63,887;14,368;13,749;13,144;0,227;0,245;-0,012
2549108;18;75,468;75,299;15,85;18,155;77,617;79,382;75,479;19,204;19,467;18,028;0,265;0,424;0,024
2549131;35;72,905;73,325;16,93;15,083;72,014;71,597;72,069;14,888;13,46;13,757;-0,124;-0,226;-0,154
2550000;76;73,468;73,714;19,169;17,995;72,953;72,776;72,719;18,061;17,253;17,223;-0,061;-0,098;-0,105
2550001;76;68,486;68,928;20,866;18,1;66,73;66,14;66,778;16,46;15,255;15,605;-0,211;-0,301;-0,214
2550003;71;73,396;73,664;21,265;19,935;72,527;72,649;72,588;19,329;19,192;19,167;-0,095;-0,094;-0,101
2550005;68;69,999;70,215;17,52;16,164;68,77;69,223;69,214;14,564;15,477;15,477;-0,171;-0,109;-0,111
2550006;82;73,314;73,755;20,908;17,86;71,215;71,534;71,765;15,35;15,6;15,633;-0,262;-0,232;-0,197
2550015;46;67,788;67,872;17,612;17,281;67,329;67,42;67,263;16,626;17,06;17,043;-0,059;-0,046;-0,065
2550016;34;72,64;73,039;15,778;13,999;71,707;71,283;71,833;13,601;12,348;12,714;-0,141;-0,246;-0,158
2550025;53;73,446;73,77;21,049;19,718;72,819;72,956;72,803;19,69;19,095;19,017;-0,068;-0,079;-0,095
2550028;38;66,592;66,814;19,163;18,575;65,733;66,7;66,319;17,231;18,516;18,411;-0,105;-0,012;-0,054
2550029;39;75,688;76,105;17,052;14,66;74,31;73,612;74,467;13,63;12,008;12,529;-0,201;-0,354;-0,203
2550032;33;73,984;74,299;21,148;20,139;72,961;73,946;73,59;18,826;19,934;19,834;-0,113;-0,033;-0,071
2550035;37;69,048;69,288;17,99;16,368;67,392;68,324;68,304;13,731;15,802;15,806;-0,235;-0,106;-0,109
2550037;38;71,725;72,106;19,876;18,519;71,013;71,327;71,172;18,311;17,952;17,885;-0,082;-0,079;-0,096
2550038;38;76,175;76,667;24,899;22,785;74,702;75,405;75,357;21,458;21,854;21,84;-0,141;-0,105;-0,11
2550041;39;78,207;78,767;22,313;19,56;76,617;76,194;76,91;18,472;17,054;17,471;-0,174;-0,26;-0,173
2550042;39;72,444;72,729;16,053;15,021;71,769;72,154;72,021;14,545;14,64;14,597;-0,098;-0,071;-0,09
2550043;35;76,175;76,553;17,783;16,529;75,493;75,967;75,776;16,273;16,109;16,027;-0,089;-0,067;-0,092
2550045;39;81,332;81,705;24,052;23,055;81,011;81,466;80,921;23,382;22,897;22,637;-0,03;-0,019;-0,067
2550048;37;74,887;75,431;20,489;17,778;73,369;72,669;73,614;16,793;14,982;15,587;-0,182;-0,313;-0,185
2550052;38;81,914;82,392;20,196;17,723;80,559;78,721;80,499;16,963;13,968;15,382;-0,163;-0,431;-0,192
2550053;34;84,962;85,66;24,265;19,441;81,916;81,173;82,756;15,347;13,545;14,423;-0,355;-0,524;-0,257
2550055;39;77,114;77,585;20,836;18,706;75,849;76,037;76,226;17,87;17,403;17,49;-0,145;-0,159;-0,136
2550056;38;79,605;79,607;18,543;19,197;79,867;80,516;79,566;19,058;19,608;19,19;0,03;0,087;-0,004
2550057;37;68,142;67,98;18,099;19,857;68,84;69,354;68,33;19,406;20,166;19,793;0,081;0,128;0,037
2550069;16;73,871;74,906;29,567;26,665;72,469;73,605;73,39;26,392;25,688;25,588;-0,111;-0,091;-0,108
2551000;57;78,604;78,915;18,757;16,643;76,976;77,492;77,607;14,638;15,463;15,481;-0,219;-0,165;-0,148
2551001;53;75,925;75,149;19,504;24,503;76,794;77,025;76,342;21,11;23,937;23,674;0,093;0,144;0,103
2551004;56;79,852;80,199;23,146;21,598;78,859;79,108;79,024;20,923;20,792;20,759;-0,1;-0,094;-0,102
2551008;43;85,69;86,154;24,984;21,87;83,242;84,148;84,356;18,557;20,205;20,231;-0,254;-0,175;-0,151
2551009;40;78,934;79,18;17,045;16,474;78,888;79,118;78,68;16,951;16,435;16,221;-0,006;-0,007;-0,059
2551010;40;79,28;79,728;21,842;19,926;77,712;78,727;78,66;18,05;19,252;19,241;-0,176;-0,095;-0,103
2551011;38;77,229;77,511;17,634;16,358;76,254;76,634;76,579;15,381;15,734;15,716;-0,131;-0,099;-0,106
2551014;36;79,675;80,295;22,656;19,732;77,942;77,831;78,473;18,405;17,388;17,741;-0,189;-0,243;-0,167
2551017;38;81,644;82,02;20,586;19,095;81,004;80,926;80,888;19,197;18,216;18,196;-0,071;-0,107;-0,111
2551018;27;83,456;83,556;14,628;14,711;83,275;83,696;83,224;14,25;14,771;14,65;-0,028;0,017;-0,045
2551019;34;81,138;81,719;22,97;19,888;79,071;79,42;79,86;17,685;17,744;17,914;-0,229;-0,216;-0,163
2551020;27;84,706;85,295;23,936;20,605;82,302;83,355;83,611;17,571;18,988;19,013;-0,262;-0,178;-0,147
2551022;32;82,773;83,011;19,5;19,047;82,299;82,822;82,428;18,485;18,95;18,846;-0,055;-0,018;-0,059
2551023;36;77,073;77,421;20,513;19,469;76,791;76,885;76,578;19,924;19,091;18,953;-0,031;-0,051;-0,083
2551024;40;80,419;81,215;28,171;22,684;76,913;76,645;77,981;17,953;17,039;17,631;-0,351;-0,428;-0,246
2551025;35;84,112;84,333;29,401;29,66;83,863;84,684;83,895;28,886;29,8;29,594;-0,019;0,022;-0,03
2551026;36;85,368;85,687;21,225;20,504;85,122;85,571;85,046;20,713;20,433;20,204;-0,026;-0,011;-0,061
2551027;31;84,713;85,229;21,325;19,355;83,718;83,861;83,947;19,075;18,239;18,28;-0,109;-0,132;-0,123
2551031;28;87,336;87,167;19,608;21,764;89,331;89,522;87,544;22,917;22,381;21,646;0,203;0,2;0,038
2551033;36;78,017;78,484;20,808;18,813;77,263;76,335;76,983;19,146;16,795;17,253;-0,083;-0,225;-0,149
2551034;36;82,731;83,382;22,771;19,485;80,838;79,685;81,184;18,034;15,555;16,606;-0,208;-0,394;-0,201
2551035;38;86,215;86,701;20,741;18,314;84,832;84,308;84,999;17,445;16,028;16,458;-0,162;-0,255;-0,168
2551037;36;89,197;89,543;21,464;19,765;87,987;88,361;88,341;18,66;18,915;18,909;-0,134;-0,11;-0,113
2551038;38;76,682;76,863;17,022;16,801;76,525;77,135;76,542;16,698;16,951;16,692;-0,02;0,03;-0,038
2551039;35;80,078;80,381;17,448;16,541;80,242;80,008;79,582;17,774;16,233;15,935;0,02;-0,042;-0,093
2551040;31;67,016;67,257;17,302;16,851;66,811;67,348;66,771;16,876;16,905;16,651;-0,026;0,01;-0,058
2551043;36;81,324;81,568;18,231;17,754;81,5;81,582;81,026;18,582;17,763;17,479;0,021;0,001;-0,059
2552000;66;96,307;96,364;27,607;28,038;97,194;97,248;96,365;29,287;28,529;28,038;0,068;0,058;0
2552001;56;90,149;90,068;19,966;21,243;91,581;92,23;90,696;22,477;22,236;21,32;0,147;0,188;0,06
2552005;54;76,522;76,783;17,778;16,598;76,107;75,813;75,793;16,892;15,804;15,793;-0,053;-0,11;-0,112
2552006;49;89,62;89,991;21,127;19,168;88,453;88,405;88,574;18,432;17,805;17,882;-0,131;-0,158;-0,138
2552007;42;86,626;86,875;20,625;19,692;85,776;86,289;86,065;18,73;19,335;19,266;-0,096;-0,055;-0,078
2552008;47;90,796;90,901;21,496;21,686;91,57;91,504;90,689;22,95;22,032;21,605;0,076;0,051;-0,019
2552009;40;84,699;85,135;21,627;19,875;83,958;83,746;83,837;20,005;18,712;18,765;-0,079;-0,132;-0,122
2552010;40;89,144;89,83;29,467;25,799;87,038;86,493;87,39;24,379;22,554;23,043;-0,175;-0,259;-0,175
2552019;38;94,745;95,605;33,121;28,416;91,755;91,631;92,69;25,47;24,487;25,025;-0,23;-0,274;-0,183
2552022;39;89,715;89,685;21,536;22,204;91,221;90,528;89,496;24,187;22,677;22,138;0,143;0,068;-0,017
2552023;37;89,511;90,035;24,03;21,793;88,414;88,148;88,436;21,557;20,164;20,331;-0,107;-0,164;-0,135
2552025;35;81,602;81,973;24,132;22,417;80,901;80,547;80,594;22,614;21,213;21,242;-0,066;-0,122;-0,118
2552026;38;91,799;91,967;21,306;20,973;93,004;93,124;91,398;23,48;21,887;20,63;0,117;0,101;-0,054
2552029;31;95,278;95,543;21,833;21,454;96,032;96,365;94,955;23,256;22,037;21,154;0,073;0,07;-0,055
2552030;34;83,54;84,082;23,268;21,052;82,587;82,085;82,512;21,144;19,252;19,526;-0,095;-0,183;-0,139
2552031;35;88,134;88,635;22,072;20,004;86,96;87,23;87,324;19,372;18,863;18,901;-0,126;-0,134;-0,124
2552033;35;92,702;93,293;26,558;23,801;91,289;90,795;91,397;23,311;21,512;21,875;-0,126;-0,206;-0,149
2552034;38;89,115;89,522;21,534;19,971;88,845;88,217;88,282;20,972;18,838;18,883;-0,028;-0,125;-0,119
2552036;38;88,828;89,218;21,808;20,41;88,23;88,477;88,233;20,52;19,85;19,725;-0,062;-0,069;-0,094
2552037;34;90,76;91,635;37,724;30,406;85,622;87,906;88,218;21,819;26,362;26,193;-0,404;-0,209;-0,177
2552038;36;81,946;82,45;22,992;20,777;80,757;80,718;80,908;20,27;19,316;19,404;-0,122;-0,154;-0,134
2552039;39;87,71;88,202;23,539;20,946;86,073;86,128;86,504;19,604;19,122;19,302;-0,169;-0,192;-0,15
2552040;37;93,564;94,26;35,376;31,415;90,94;91,206;91,731;28,987;28,758;28,981;-0,182;-0,188;-0,15
2552041;39;86,097;86,539;24,926;23,445;85,345;85,774;85,48;23,295;22,914;22,786;-0,069;-0,061;-0,087
2552042;36;90,996;91,525;22,812;20,537;89,879;89,665;90,002;20,272;18,899;19,092;-0,115;-0,175;-0,139
2552043;35;90,79;91,319;27,796;24,421;88,445;88,723;89,23;21,909;22,047;22,236;-0,212;-0,211;-0,16
2552044;28;90,869;91,526;21,784;18,364;88,81;88,179;89,475;16,444;14,674;15,497;-0,243;-0,384;-0,198
2552045;39;93,271;93,558;21,612;20,904;92,974;93,555;92,953;20,991;20,902;20,615;-0,031;0;-0,058
2552046;37;90,964;91,903;31,808;24,648;86,473;87,103;88,253;17,477;18,255;18,537;-0,43;-0,402;-0,246
2552070;19;88,658;88,989;17,43;17,161;89,733;90,047;88,474;19,353;17,861;16,969;0,127;0,112;-0,061
2553004;48;86,628;87,054;22,803;20,46;84,756;85,63;85,683;18,138;19,382;19,39;-0,205;-0,133;-0,126
2553005;46;97,383;97,876;25,538;23,143;95,869;96,208;96,31;22;21,792;21,831;-0,142;-0,138;-0,128
2553009;46;98,805;98,864;24,965;25,46;100,255;100,058;98,775;27,575;26,154;25,428;0,12;0,085;-0,007
2553010;43;94,617;94,648;16,623;17,217;95,059;95,529;94,716;17,47;17,588;17,225;0,057;0,095;0,008
2553012;45;93,596;93,93;22,078;20,46;92,573;92,697;92,675;19,768;19,546;19,536;-0,108;-0,11;-0,112
2553014;38;90,664;90,477;14,637;16,527;91,859;91,705;90,919;16,694;16,66;16,378;0,166;0,137;0,057
2553015;41;96,815;97,243;22,398;20,655;95,884;96,095;96,047;20,322;19,764;19,742;-0,096;-0,105;-0,11
2553016;34;105,897;106,125;25,31;25,41;107,428;107,855;105,792;28,054;26,535;25,283;0,125;0,124;-0,027
2553019;39;90,522;90,92;22,511;21,292;90,145;90,443;90,029;21,718;20,945;20,724;-0,038;-0,042;-0,082
2553020;38;96,59;96,802;27,577;27,68;97,956;98,236;96,465;30,077;28,588;27,549;0,103;0,095;-0,024
2553022;39;91,17;91,364;26,048;25,763;90,911;91,183;90,682;25,512;25,67;25,519;-0,022;-0,013;-0,051
2553024;39;92,457;93,015;25,751;23,627;91,621;91,424;91,506;23,928;22,288;22,336;-0,074;-0,128;-0,121
2553026;39;94,875;94,663;24,431;26,456;98,106;98,227;95,328;29,501;28,109;26,483;0,259;0,246;0,053
2553028;40;94,431;94,536;21,541;21,787;96,029;96,257;94,369;24,331;22,949;21,716;0,151;0,143;-0,015
2553029;36;101,218;101,446;33,93;33,393;102,771;101,266;100,239;36,794;33,263;32,653;0,096;-0,01;-0,069
2553030;38;87,879;88,329;24,387;22,22;87,112;84,974;86,387;22,719;18,974;20,1;-0,072;-0,3;-0,16
2553033;34;96,072;96,231;24,97;25,205;97,26;97,14;95,851;27,152;25,73;25,075;0,099;0,066;-0,03
2553035;36;96,172;96,599;24,751;23,162;94,958;95,842;95,584;21,989;22,682;22,606;-0,115;-0,062;-0,086
2553036;36;97,249;97,647;21,802;20,597;96,963;97,028;96,709;21,205;20,147;19,985;-0,029;-0,056;-0,087
2553037;34;101,383;102,107;27,147;23,819;99,554;99,138;99,968;22,779;20,962;21,447;-0,163;-0,247;-0,164
2553038;38;97,27;97,706;22,149;20,345;96,792;95,864;96,262;21,133;18,672;18,955;-0,049;-0,176;-0,134
2553039;38;97,086;97,379;25,609;24,588;96,61;96,729;96,318;24,604;24,132;23,928;-0,042;-0,049;-0,082
2553040;28;97,976;98,633;28,659;26,753;97,656;97,744;97,265;27,994;26,05;25,753;-0,025;-0,062;-0,099
2553041;38;88,052;88,498;26,275;24,294;87,515;86,774;86,936;25,136;22,79;22,895;-0,046;-0,138;-0,123
2553044;34;97,479;98,527;34,069;27,899;93,646;91,755;94,66;23,457;19,758;21,812;-0,304;-0,54;-0,238
2553046;38;91,114;91,564;25,205;23,283;90,701;89,593;89,965;24,337;21,506;21,771;-0,037;-0,164;-0,13
2553047;33;82,757;82,441;18,512;21,771;83,187;84,592;83,148;19,342;21,581;21,199;0,05;0,193;0,075
2553048;28;88,778;89,646;27,584;23,293;86,3;85,631;87,168;21,254;19,024;19,996;-0,228;-0,357;-0,19
2553051;33;86,534;86,97;23,025;21,477;85,398;86,188;85,955;20,441;20,958;20,877;-0,116;-0,068;-0,091
2553052;31;89,037;89,466;19,814;18,141;88,23;88,355;88,37;18,018;17,225;17,233;-0,094;-0,118;-0,116
2553053;19;96,619;96,755;15,797;15,719;97,519;97,033;96,171;17,421;15,901;15,447;0,118;0,032;-0,073
2553059;15;81,985;82,689;19,846;17,699;80,901;81,639;81,626;17,346;16,88;16,874;-0,129;-0,113;-0,115
2553079;18;94,072;94,419;21,455;21,021;93,356;94,578;93,793;19,89;21,088;20,952;-0,076;0,014;-0,062
2554002;66;89,862;89,755;24,808;26,86;90,666;91,733;90,649;26,331;27,329;26,775;0,069;0,14;0,069
2554005;45;103,821;104,102;25,076;24,368;103,84;104,1;103,367;25,113;24,368;23,954;0,002;0;-0,059
2554006;48;86,169;86,33;23,961;23,769;85,974;86,414;85,885;23,558;23,813;23,611;-0,018;0,007;-0,037
2554012;40;94,737;95,275;24,012;21,39;93,368;92,581;93,386;20,834;18,858;19,386;-0,136;-0,248;-0,163
2554013;35;101,706;102,62;36,049;29,337;97,063;98,605;99,261;22,232;24,946;24,938;-0,369;-0,262;-0,195
2554018;37;87,908;88,17;21,978;21,692;88,525;88,997;87,76;23,156;22,239;21,514;0,06;0,071;-0,038
2554020;40;90,725;90,79;21,512;21,901;92,014;92,193;90,644;23,825;22,769;21,845;0,124;0,116;-0,013
2554023;38;88,885;89,292;28,37;27,403;88,198;89,123;88,481;26,901;27,298;27,055;-0,055;-0,012;-0,058
2554025;34;90,807;90,846;22,439;23,423;90,177;91,569;90,812;21,079;23,55;23,43;-0,064;0,059;-0,003
2554030;21;88,595;89,134;20,897;19,325;87,328;88,6;88,283;17,926;19,013;18,946;-0,145;-0,052;-0,088
2648001;66;69,048;68,996;18,015;18,899;69,444;69,887;69,296;18,78;19,238;18,946;0,047;0,087;0,031
2648002;64;84,013;84,235;25,36;24,71;84,209;84,082;83,574;25,751;24,607;24,316;0,017;-0,012;-0,052
2648014;62;67,12;67,301;32,898;32,274;67,987;67,275;66,366;34,56;32,254;31,659;0,056;-0,002;-0,055
2648019;23;81,057;81,405;24,856;24,48;81,455;82,246;80,731;25,635;24,992;24,255;0,034;0,064;-0,057
2648020;42;71,99;71,959;35,425;37,182;73,316;74,682;72,346;37,912;38,366;37,216;0,079;0,136;0,021
2648027;42;114,246;113,985;29,446;32,933;114,794;116,345;114,862;30,513;33,037;32,555;0,04;0,137;0,058
2648028;24;77,955;78,76;23,999;20,567;76,122;75,538;76,814;19,507;17,311;18,176;-0,189;-0,316;-0,169
2648033;19;91,764;92,079;27,296;28,368;92,649;94,319;91,804;28,972;29,182;28,423;0,069;0,147;-0,021
2648034;25;119,264;118,767;24,989;28,478;123,607;122,272;119,254;31,323;29,378;28,318;0,332;0,224;0,038
2649001;50;61,757;61,96;15,428;14,577;61,075;61,428;61,307;13,897;14,226;14,184;-0,103;-0,068;-0,085
2649002;84;77,386;77,674;20,902;19,072;75,974;76,34;76,376;17,528;18,05;18,06;-0,164;-0,131;-0,127
2649003;66;70,052;70,247;16,996;16,287;69,681;69,888;69,68;16,208;16,046;15,946;-0,049;-0,041;-0,067
2649004;82;74,51;74,744;19,714;18,592;73,953;73,885;73,804;18,51;17,951;17,914;-0,064;-0,086;-0,095
2649005;58;68,881;69,06;16,505;16,034;69,077;69,138;68,65;16,892;16,09;15,788;0,026;0,009;-0,05
2649006;92;64,626;64,826;17,73;16,392;63,246;63,973;63,952;14,336;15,891;15,895;-0,193;-0,093;-0,097
2649007;66;74,039;74,468;21,897;19,384;72,49;72,148;72,544;18,162;17,173;17,365;-0,173;-0,227;-0,179
2649008;75;78,771;78,742;22,917;22,92;78,393;78,014;77,91;22,122;22,544;22,537;-0,037;-0,053;-0,063
2649009;65;72,965;73,094;20,2;19,935;73,111;73,179;72,718;20,49;19,988;19,741;0,016;0,008;-0,036
2649010;73;75,569;75,826;21,593;20,459;74,815;75,059;74,928;19,937;19,936;19,882;-0,08;-0,07;-0,083
2649012;44;83,367;83,858;24,974;22,656;82,043;82,192;82,329;21,932;21,257;21,319;-0,125;-0,143;-0,129
2649013;67;72,097;72,249;19,693;18,901;71,338;71,693;71,539;18,013;18,569;18,521;-0,089;-0,055;-0,071
2649017;60;64,735;64,866;21,181;21,037;65,275;65,302;64,573;22,218;21,323;20,886;0,054;0,038;-0,027
2649018;47;70,153;69,842;18,32;21,619;71,188;72,054;70,875;20,187;21,446;20,951;0,117;0,199;0,106
2649021;73;67,423;67,164;18,545;20,34;67,254;67,93;67,561;18,197;20,424;20,298;-0,02;0,07;0,039
2649037;38;83,572;84,407;30,553;26,246;80,792;81,311;81,889;23,422;23,268;23,466;-0,232;-0,226;-0,171
2649053;36;72,44;73,051;27,973;23,336;69,174;70,16;70,488;18,773;20,369;20,356;-0,32;-0,212;-0,174
2649054;37;79,759;80,465;27,884;24,503;77,96;77,138;78,174;23,621;21,247;21,898;-0,156;-0,272;-0,172
2649055;34;69,031;69,38;21,153;20,297;68,792;69,135;68,664;20,654;20,142;19,934;-0,025;-0,022;-0,069
2649056;33;76,549;77,298;24,416;19,706;73,572;71,973;74,522;15,839;13,425;15,325;-0,34;-0,605;-0,238
2649057;41;67,729;67,818;15,905;15,813;67,639;67,747;67,426;15,722;15,777;15,672;-0,012;-0,008;-0,048
2649058;35;70,393;70,399;16,327;16,879;72,026;71,827;70,355;19,044;17,735;16,865;0,2;0,152;-0,005
2649060;22;92,877;93,4;27,791;26,767;93,397;94,2;92,444;28,804;27,351;26,291;0,04;0,056;-0,073
2649061;28;72,73;73,079;18,461;17,817;72,927;73,367;72,517;18,852;18,011;17,546;0,023;0,03;-0,063
2649064;31;81,597;82,355;28,327;25,388;80,173;80,009;80,469;25,079;23,319;23,595;-0,118;-0,177;-0,137
2650000;47;78,341;78,512;17,87;17,441;77,816;78,298;78,026;16,732;17,329;17,248;-0,067;-0,022;-0,054
2650005;36;69,721;70,226;21,201;18,367;67,681;68,439;68,672;15,88;16,82;16,862;-0,249;-0,185;-0,153
2650006;46;74,782;75,459;27,461;23,744;72,603;71,667;72,83;22,076;19,813;20,502;-0,197;-0,325;-0,202
2650008;36;69,755;69,721;14,8;15,533;71,308;71,161;69,815;17,361;16,304;15,553;0,209;0,167;0,012
2650015;38;70,04;70,031;16,367;17,239;70,779;71,311;70,185;17,731;17,769;17,247;0,094;0,138;0,019
2650016;34;76,146;76,329;16,068;16,002;76,15;76,538;76,043;16,075;16,102;15,932;0,001;0,024;-0,036
2650018;39;78,621;78,929;22,791;22,114;78,889;79,211;78,313;23,321;22,311;21,787;0,025;0,024;-0,055
2650019;35;71,233;71,585;17,931;16,29;70,197;70,402;70,449;15,521;15,37;15,382;-0,138;-0,13;-0,124
2650022;28;77,091;77,288;20,198;20,36;78,351;78,518;76,95;22,448;21,105;20,248;0,129;0,11;-0,034
2650023;27;77,387;77,454;15,166;16,024;77,857;78,765;77,51;16,059;16,465;16,013;0,066;0,154;0,008
2650032;18;61,229;61,655;19,055;18,451;62,061;62,82;60,992;20,597;19,296;18,14;0,092;0,115;-0,073
2651000;77;74,675;75,043;22,848;20,553;73,039;73,271;73,389;18,894;19,063;19,097;-0,175;-0,16;-0,147
2651001;69;84,729;84,556;20,728;22,626;86,267;86,764;85,557;23,412;23,354;22,635;0,151;0,182;0,09
2651003;65;76,917;76,677;16,719;18,455;78,641;78,263;77,464;19,57;18,968;18,493;0,206;0,157;0,085
2651004;62;80,252;80,655;21,805;19,745;78,995;79,006;79,152;18,881;18,345;18,408;-0,137;-0,157;-0,141
2651005;66;75,602;75,866;19,66;18,274;74,582;74,902;74,857;17,324;17,571;17,554;-0,122;-0,1;-0,105
2651010;33;76,114;76,475;15,453;13,945;75,496;75,081;75,417;14,08;12,685;12,905;-0,093;-0,194;-0,141
2651015;51;81,944;82,269;18,543;17,167;81,326;81,247;81,237;17,193;16,343;16,338;-0,076;-0,113;-0,114
2651016;50;74,273;74,508;17,533;16,714;74,027;74,005;73,784;17,017;16,349;16,234;-0,031;-0,056;-0,082
2651020;38;84,707;84,942;18,506;18,113;85,01;85,257;84,486;19,099;18,322;17,888;0,035;0,032;-0,05
2651022;37;85,124;85,161;23,566;23,68;85,842;85,276;84,56;24,931;23,748;23,417;0,065;0,009;-0,049
2651023;37;94,044;94,221;20,582;20,627;94,618;95,205;93,982;21,679;21,214;20,549;0,059;0,088;-0,024
2651026;35;75,296;75,521;18,475;18,246;75,699;76,165;75,19;19,256;18,648;18,123;0,047;0,066;-0,037
2651029;35;84,42;84,565;17,761;17,7;85,122;85,112;84,199;19,071;18,05;17,539;0,083;0,056;-0,041
2651031;39;84,19;83,945;21,979;24,446;87,286;88,408;84,877;26,764;26,254;24,267;0,274;0,338;0,083
2651035;32;87,044;87,457;21,211;20,075;87,178;87,099;86,533;21,478;19,79;19,416;0,014;-0,033;-0,089
2651036;36;74,959;75,249;16,986;16,193;74,918;75,12;74,634;16,902;16,096;15,813;-0,005;-0,015;-0,075
2651040;35;87,721;87,941;20,744;20,494;87,629;88,162;87,497;20,556;20,612;20,349;-0,01;0,02;-0,043
2651043;37;91,612;91,822;18,498;18,414;91,909;92,518;91,588;19,08;18,807;18,344;0,035;0,071;-0,026
2651044;30;65,767;65,92;17,931;18,167;65,74;66,68;65,741;17,877;18,503;18,153;-0,003;0,079;-0,021
2651046;24;97,721;97,845;23,199;24,401;98,9;99,753;97,794;25,351;25,098;24,409;0,106;0,145;-0,005
2651049;26;85,508;85,553;20,822;21,896;86,909;87,204;85,497;23,299;22,589;21,897;0,138;0,138;-0,005
2651051;21;86,344;86,995;22,281;19,961;85,205;85,502;85,695;19,678;18,69;18,796;-0,12;-0,145;-0,124
2651052;25;80,604;80,886;18,919;18,768;81,72;82,258;80,466;20,925;19,684;18,615;0,122;0,134;-0,046
2652000;62;80,15;80,286;21,488;20,99;79,813;79,839;79,604;20,781;20,724;20,639;-0,035;-0,039;-0,061
2652001;45;83,057;83,155;23,62;24,277;82,74;84,089;83,222;22,958;24,6;24,279;-0,03;0,073;0,006
2652002;45;86,988;87,204;26,216;26,105;87,156;87,349;86,728;26,551;26,179;25,933;0,014;0,01;-0,035
2652003;39;85,92;86,217;16,264;14,95;85,514;85,034;85,204;15,395;13,907;14,016;-0,056;-0,154;-0,129
2652007;45;86,755;85,269;25,726;34,728;90,768;91,999;88,117;31,764;33,435;31,696;0,301;0,383;0,192
2652009;57;93,925;94,157;21,566;20,877;93,494;94,023;93,628;20,651;20,795;20,616;-0,045;-0,012;-0,05
2652010;48;81,698;81,792;18,955;18,882;81,545;81,883;81,425;18,638;18,931;18,742;-0,018;0,009;-0,038
